cell_id,orientations,mean_responses,sem_responses,fit_params,r_squared,osi
1120,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.70784307 1.3667989  4.2962446  3.5778184  0.50466985 0.33037198
 0.5218071  0.26214868 0.43535817 0.6003574  1.6843021  4.0990314
 3.6526885  0.7410338  0.4262412  0.35019583 0.56148356 0.51317084]","[0.20393941 0.21759838 0.29702467 0.2826476  0.04797923 0.04490648
 0.07329427 0.11691601 0.05969374 0.11149215 0.27395873 0.33561603
 0.51560933 0.17061458 0.0790013  0.06885137 0.18792418 0.10338623]","{'amplitude': 8.554609949092077, 'preferred_orientation': 47.052734398340135, 'sigma': 15.745958999391883, 'offset': 0.43055276463467596}",0.986039301494428,0.8324176726169272
1124,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.19603062 0.34533983 0.25869888 0.23888661 0.46487015 0.22031002
 1.3501196  1.983433   0.9323391  0.27216047 0.27360284 0.3654725
 0.13701421 0.3107034  0.25663227 1.051407   2.4355125  0.7542752 ]","[0.03316971 0.04400824 0.03063795 0.05527789 0.06704127 0.03561728
 0.2654933  0.15388537 0.21176494 0.03343086 0.04071976 0.02785797
 0.02350628 0.05183728 0.05237676 0.20796804 0.23572975 0.17831166]","{'amplitude': 3.953037367860145, 'preferred_orientation': 317.57727383130486, 'sigma': 14.152264759061525, 'offset': 0.2698294359130633}",0.9651896137169097,0.7855243258079453
1127,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.87273127 0.8896203  0.8457959  0.8704729  3.1050308  0.88981175
 0.7099133  0.7548114  0.7362086  0.6688511  0.74706244 1.1598216
 0.86589605 0.955642   0.9489161  0.817945   0.68775636 0.94132054]","[0.10439935 0.10561488 0.09056852 0.16292307 0.82169496 0.09589313
 0.10746284 0.11345094 0.06134763 0.13599954 0.0921461  0.16353456
 0.13494598 0.09422725 0.1195819  0.09671287 0.14472844 0.28974098]","{'amplitude': 2.4493617109488857, 'preferred_orientation': 81.25418580624051, 'sigma': 8.374864582401955, 'offset': 0.8193124658140498}",0.5027348124774795,0.4277157057380626
1132,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.61527276 0.47855034 0.43909746 0.49500582 0.17949897 0.4199387
 0.1747747  0.42935455 0.5390558  0.29642618 0.36494917 0.40489936
 0.15959516 0.21660149 0.5589689  0.26468128 0.59644747 0.4399733 ]","[0.18479996 0.09708496 0.11091875 0.14342223 0.07294931 0.04346358
 0.03728848 0.19994229 0.1651494  0.0404936  0.06777203 0.09549272
 0.0328167  0.07486234 0.08381378 0.06107866 0.31486448 0.08292294]","{'amplitude': 0.33503031362950525, 'preferred_orientation': -15.745234310125648, 'sigma': 15.42430302853928, 'offset': 0.36878329822763584}",0.10269537178727461,0.18508288356387667
1133,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.30494967 0.31842995 0.84177613 0.44758427 0.38610527 0.16453902
 0.2453307  0.2635605  0.36022687 0.83403796 0.9681842  0.49295413
 0.372988   0.47005612 0.33426648 0.43515494 0.27596486 0.26753575]","[0.10941709 0.07836083 0.22678619 0.05856463 0.04183937 0.02362727
 0.04863165 0.0676397  0.04536441 0.19085701 0.29034269 0.0885569
 0.05204934 0.11567072 0.04957616 0.05808451 0.04484761 0.0454603 ]","{'amplitude': 0.7813166366322536, 'preferred_orientation': 205.82805581297222, 'sigma': 27.347010234209655, 'offset': 0.29034934036532095}",0.42746735508656053,0.3996744382349729
1135,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.59052694 0.9112924  0.6059351  0.89242196 0.55942136 0.6560034
 0.5969302  1.086924   0.6397206  0.6308344  0.85085493 0.8590779
 0.4408393  0.7026272  0.46446225 1.8367604  0.84346235 0.65861315]","[0.05838902 0.28142049 0.15593794 0.19204757 0.06834288 0.13531179
 0.04798036 0.51767149 0.08235901 0.0472272  0.15613647 0.34141097
 0.04917304 0.16126891 0.06780079 0.88717582 0.16914964 0.09954176]","{'amplitude': 6.099938455613559, 'preferred_orientation': 309.22939993843596, 'sigma': 4.962312225143267, 'offset': 0.6759022215896888}",0.35374031198279654,0.692895513440489
1147,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.36725387 0.34483212 0.5522862  0.46913844 1.1023147  1.6318135
 0.43314055 0.2059423  0.21281117 0.30679142 0.46671933 0.3731649
 0.24902745 0.95600003 1.0930427  0.7062497  0.4566867  0.37925565]","[0.05991583 0.07716106 0.09149287 0.07586169 0.19398688 0.23492392
 0.0506304  0.04724854 0.03850735 0.05080912 0.04188086 0.06262049
 0.05017538 0.13318635 0.20706334 0.07239606 0.04331093 0.02871388]","{'amplitude': 2.2123826101308337, 'preferred_orientation': 94.14646410899789, 'sigma': 13.868859756991084, 'offset': 0.35894737468757937}",0.8676969903163397,0.6064359188669226
1152,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5630305  0.47509497 0.54839176 0.57272935 0.47259015 1.2635351
 0.7669015  0.4642678  0.33607286 0.796288   0.41347092 0.8057431
 0.237127   0.411779   1.3718168  0.78833383 0.65894747 0.6357231 ]","[0.11211591 0.07220157 0.09978322 0.21164923 0.10103213 0.15868789
 0.15607534 0.06676116 0.12096342 0.24411002 0.04644831 0.37854318
 0.05830602 0.057423   0.34741272 0.17335274 0.14900599 0.09736393]","{'amplitude': 7.251638263086563, 'preferred_orientation': 288.6022789740708, 'sigma': 4.92702160913924, 'offset': 0.5279468684408053}",0.766094379372036,0.774464225689079
1164,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4443828  0.4864157  1.6241138  0.4874536  0.6990062  0.50005585
 0.59831214 0.5966283  0.5379898  0.3013461  0.2980703  0.5145806
 0.81449234 0.91626394 0.5853788  0.36114344 0.46560687 0.4853735 ]","[0.08754519 0.0784416  0.56409953 0.07114303 0.08968804 0.08883883
 0.14280398 0.17070749 0.12813582 0.04660778 0.04379818 0.09970374
 0.18272593 0.23688533 0.06320713 0.02318902 0.05469216 0.09260702]","{'amplitude': 4.082656228751303, 'preferred_orientation': 48.176060581375204, 'sigma': 5.047053966187604, 'offset': 0.5197125522295216}",0.3469083864670436,0.6626068267641997
1168,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.6199034  0.85279477 0.5088648  0.42721754 0.6283221  0.43140903
 0.65818083 1.6145343  1.1211767  0.7818675  0.77985483 0.51421946
 0.4652544  0.31642163 0.6141788  0.7178763  1.5602814  1.118463  ]","[0.12023986 0.13807882 0.0719087  0.13906564 0.10130023 0.03872861
 0.11347401 0.37592494 0.25571738 0.07889036 0.09089525 0.09012892
 0.10834645 0.08143893 0.10608537 0.1951162  0.20452719 0.22105424]","{'amplitude': 2.2305785193733634, 'preferred_orientation': 145.5212309872578, 'sigma': 12.298376715071255, 'offset': 0.5730712600894927}",0.8743150485294022,0.4931783791174574
1174,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.1680308  0.28753683 0.3512215  0.7202265  1.3750019  0.19729012
 0.40229785 0.2897383  0.35212845 0.26908195 0.27991349 0.5009681
 0.5039005  0.8089783  0.27753478 0.18649217 0.24361262 0.2256716 ]","[0.04226825 0.0563337  0.04180816 0.18530475 0.43314531 0.04303066
 0.13410609 0.03508803 0.03056768 0.03085716 0.02954806 0.11719965
 0.11149753 0.15919255 0.07184628 0.0287053  0.03553865 0.03156364]","{'amplitude': 7.844805504258347, 'preferred_orientation': 71.12809036463172, 'sigma': 4.983162058772169, 'offset': 0.287965599440689}",0.8082721134897244,0.8719678874104057
1176,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.352028   2.8024487  1.70458    0.44308165 0.50151885 0.5557074
 0.58995795 0.41574454 0.80978835 1.7678941  4.7225995  1.764993
 0.46491647 0.3215397  0.6473293  0.48272008 0.4810434  0.6045839 ]","[0.26613956 0.5426403  0.49917492 0.1309285  0.07055077 0.08206518
 0.08124849 0.05732452 0.07472401 0.21548109 0.58057292 0.37207175
 0.07325301 0.04394392 0.09496305 0.08251901 0.06230771 0.08251479]","{'amplitude': 6.505937525282249, 'preferred_orientation': 200.64731573985782, 'sigma': 13.757008917357034, 'offset': 0.5141476162180754}",0.9017723778930539,0.7598150367440161
1188,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.65500826 0.56314766 0.5649277  0.98525816 0.4020043  0.43451002
 1.1941277  2.0398984  0.58612984 0.40904084 0.6455967  0.5862272
 0.39812395 0.32004857 0.44462958 1.6359191  2.7547653  0.7822811 ]","[0.08467963 0.11258725 0.11584435 0.35685437 0.10437359 0.10001203
 0.23594345 0.48391187 0.05678299 0.07052039 0.06081015 0.1101926
 0.06057395 0.07802687 0.13670535 0.42258053 0.46528148 0.14050979]","{'amplitude': 4.235665923532417, 'preferred_orientation': 314.5060257322932, 'sigma': 10.914233361587513, 'offset': 0.534059096068306}",0.9015106543905768,0.6647411901377824
1192,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.2636807  0.21430767 0.47238913 0.42687654 0.6812159  1.5573252
 1.317141   0.24300805 0.41242757 0.35917264 0.38497782 0.32211822
 0.37263608 0.3706056  1.038861   0.6083877  0.5676545  0.41335064]","[0.05224952 0.07385749 0.13197581 0.05213122 0.10184147 0.36670687
 0.49219874 0.07288232 0.08988046 0.05293705 0.09940203 0.06011975
 0.0669433  0.06481434 0.34065144 0.15892289 0.1541674  0.05700265]","{'amplitude': 2.057340611143327, 'preferred_orientation': 105.92659688366633, 'sigma': 13.553716496709175, 'offset': 0.3628639187541686}",0.7734595600199303,0.5863380035826198
1209,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.43964422 0.8531346  0.518811   0.4546231  0.2679542  0.3248782
 0.30210978 0.19127518 0.4391765  0.6321255  1.8429096  1.0941372
 0.5200316  0.21797207 0.2846809  0.297768   0.28502038 0.2450819 ]","[0.07174311 0.18645374 0.04466905 0.05517293 0.04501592 0.04321876
 0.04828259 0.02904521 0.05543189 0.08347377 0.38451303 0.13491586
 0.03234887 0.03431582 0.03805494 0.05283688 0.05007379 0.03064678]","{'amplitude': 2.1187935137491003, 'preferred_orientation': 203.56073303894345, 'sigma': 13.976460480419156, 'offset': 0.30599578753654505}",0.7269699231882762,0.6338423781658257
1211,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39034688 0.4393444  0.44030082 0.45704603 0.31642666 0.36931443
 0.3888783  0.4154462  0.32807064 0.36822438 0.3158251  0.52399594
 0.40267658 0.29892546 0.39486712 0.42797196 0.938986   0.43113643]","[0.03596373 0.09566831 0.03438207 0.10880481 0.07463127 0.04856691
 0.04643905 0.0480194  0.04186512 0.03061365 0.03952796 0.07241298
 0.04303825 0.04438234 0.1693128  0.06018662 0.4788196  0.05227458]","{'amplitude': 1.5310630483686134, 'preferred_orientation': 313.24965336561576, 'sigma': 4.810557601641492, 'offset': 0.3911786525948161}",0.4294532626271095,0.4945649258893706
1215,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.4761951  1.8487056  0.8971239  0.29009092 0.28016484 0.8329363
 0.32517004 0.38159746 0.4628007  0.98223233 0.6950729  0.34468812
 0.22535646 0.31890172 0.6644506  0.48448718 0.43711066 0.4825479 ]","[0.28079    0.6133842  0.25043712 0.05744151 0.10787971 0.2205879
 0.07823287 0.06727567 0.07320892 0.2577134  0.0681793  0.03715305
 0.05101862 0.13235756 0.25872406 0.21520668 0.04345587 0.09587158]","{'amplitude': 2.07531035047161, 'preferred_orientation': 11.024650851021011, 'sigma': 14.659802537426906, 'offset': 0.42943041040571334}",0.6083227657727159,0.5471375703634697
1216,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5289804  0.447932   0.83325684 0.909878   2.24047    1.9779881
 0.6023946  0.49872118 0.57476085 0.33475587 0.3943643  0.7687406
 0.86598396 1.225672   1.56518    0.4370311  0.47544304 0.6807678 ]","[0.08876008 0.06637826 0.08440434 0.14224517 0.41057327 0.39249961
 0.1453214  0.12783633 0.06486143 0.09475183 0.06581421 0.07157408
 0.10547762 0.10806756 0.1627186  0.05684748 0.03760874 0.30017557]","{'amplitude': 3.036213154208324, 'preferred_orientation': 88.93359762068589, 'sigma': 14.812869660627275, 'offset': 0.5403193126723976}",0.8133743268297271,0.5841690556353645
1217,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.23605925 0.23845313 0.7798265  0.59021395 0.33796722 0.56691194
 0.6752794  0.35985702 0.26591206 0.17600298 0.38217038 0.5633684
 0.36100304 0.38798112 0.83726126 1.1358144  0.90329933 0.3606317 ]","[0.04205334 0.04302867 0.13187283 0.09180705 0.05672863 0.07844892
 0.10891689 0.08470423 0.07013062 0.05796968 0.13539936 0.04469005
 0.06859965 0.07747906 0.13720557 0.31298342 0.26175659 0.06343963]","{'amplitude': 1.0833697481519515, 'preferred_orientation': 297.96775515427873, 'sigma': 16.079914588724364, 'offset': 0.387499276071796}",0.4727169816599376,0.41140090535701485
1232,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.36874712 0.7084841  0.53104174 0.6029014  0.8647303  1.6793249
 0.7976146  0.34157717 0.72063446 0.7249337  0.66271496 0.7344685
 0.6085184  1.5142711  1.5918379  0.7799008  0.32250756 0.48129666]","[0.09762977 0.22847922 0.17990635 0.06195449 0.17103917 0.54719679
 0.04574368 0.03850024 0.21902948 0.25141137 0.08916103 0.24528996
 0.10356454 0.46043527 0.39646828 0.13429913 0.07602896 0.09471503]","{'amplitude': 2.3041421605231527, 'preferred_orientation': 94.99558682937786, 'sigma': 13.587457561066865, 'offset': 0.5617612006244703}",0.8287960658768472,0.5062727981035651
1239,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.0021738  0.610029   0.48716182 0.8535594  0.29681152 0.7099676
 0.96817917 0.6103872  0.59159374 0.62574977 0.5054331  0.43003133
 0.39506742 0.4057669  0.5952708  0.8752482  0.4790961  0.74217194]","[0.42614472 0.12569155 0.04484924 0.29015994 0.06293503 0.23934609
 0.31226115 0.10630195 0.13215252 0.15804147 0.03157555 0.08644018
 0.07555629 0.08007175 0.09501864 0.23031274 0.0960688  0.2696957 ]","{'amplitude': 0.5464632811586088, 'preferred_orientation': 0.7458072429669901, 'sigma': 1.095754466907054, 'offset': 0.5972359575531142}",0.11941292448316732,0.1861626889986539
1242,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.2590013  0.31167528 0.17426918 0.36425057 0.42992115 1.040009
 0.45170057 0.21791987 0.3250801  0.31218082 0.29652727 0.45725048
 0.3985572  0.5142275  0.60916966 0.47926033 0.30616555 0.18323544]","[0.03588672 0.0225745  0.03004798 0.03574955 0.04994237 0.63514348
 0.0351602  0.06787313 0.07507589 0.06149197 0.051032   0.07590577
 0.06373401 0.0393882  0.15357022 0.08058285 0.03956233 0.03537741]","{'amplitude': 1.051103403997131, 'preferred_orientation': 99.6045281830304, 'sigma': 13.459084137780366, 'offset': 0.2976050124357054}",0.7425817141045783,0.4689236695877225
1244,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.8311555  1.932431   4.3396907  2.4925644  0.60751635 0.52822566
 0.72198397 0.47344604 0.7400003  0.9798856  1.6724802  4.1024714
 2.1652265  0.60855603 0.6527351  0.8622776  0.43477198 0.8517096 ]","[0.15156468 0.42923383 0.32486698 0.51921116 0.13549573 0.07936809
 0.0930848  0.09121046 0.16028468 0.15012404 0.34107752 0.34299432
 0.32264706 0.07844367 0.06106524 0.12712884 0.09150492 0.10555648]","{'amplitude': 7.1855102671554, 'preferred_orientation': 41.85353714920718, 'sigma': 14.465055927877263, 'offset': 0.6650000921089354}",0.9817638443125435,0.729826053268712
1250,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.6143534  0.50462115 0.57345223 0.65093243 0.43085706 0.6569483
 3.1959958  2.5492842  1.2191353  0.64808494 0.60656357 0.48619267
 0.681816   0.5684824  0.68169844 3.3278503  2.850958   1.5414894 ]","[0.06516878 0.06637641 0.06860401 0.11567062 0.06502898 0.07476546
 0.23690263 0.25149952 0.09584911 0.06805359 0.09214925 0.08396228
 0.05491341 0.13360412 0.09131231 0.26941979 0.35867849 0.12697894]","{'amplitude': 6.03529958154547, 'preferred_orientation': 309.19104141219134, 'sigma': 14.790121182636527, 'offset': 0.5894454290439511}",0.945579670532316,0.7190803082917735
1255,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.41726834 0.48587355 1.0612706  1.0604167  0.3526463  0.19136421
 0.39562255 0.16033971 0.2897958  0.24806377 0.41102302 0.5449444
 0.5149346  0.30853596 0.22874686 0.48870364 0.2847327  0.40191522]","[0.04926775 0.03655638 0.33212983 0.25308951 0.06381678 0.05820246
 0.05579124 0.0512671  0.02358909 0.03547845 0.08582399 0.09945433
 0.08815904 0.06482799 0.03314417 0.10022955 0.05339104 0.07306314]","{'amplitude': 1.2106545378009126, 'preferred_orientation': 48.5015313291691, 'sigma': 15.224153071037469, 'offset': 0.30756997399817776}",0.6301059603715827,0.49597991149474757
1264,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.9854382  1.3876055  2.2143302  0.32905376 0.44678265 0.34568667
 0.32340828 0.26392254 0.38738286 1.1796758  1.8618876  1.1530972
 0.3003803  0.2980541  0.29480386 0.24619842 0.7076537  0.5497106 ]","[0.1595289  0.31069087 0.35622011 0.07674739 0.09548597 0.12963183
 0.0656431  0.06822363 0.1084079  0.26480165 0.32163959 0.23936866
 0.07067982 0.03995596 0.06285772 0.0574427  0.24642995 0.11913756]","{'amplitude': 3.0182385043525786, 'preferred_orientation': 25.526395219176383, 'sigma': 18.492873875927568, 'offset': 0.3530747573828481}",0.7894925598108342,0.681218812582082
1275,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39403573 0.4140163  0.4234345  0.4847955  0.8997069  0.6299902
 0.418423   0.41267717 0.74956024 0.52089614 0.42688316 0.8331932
 0.39255264 0.5464284  0.45624772 0.4850378  0.8338357  0.50918186]","[0.07101294 0.05422992 0.04313501 0.09603877 0.43283823 0.06340613
 0.06883579 0.09144752 0.21689706 0.10528362 0.06682486 0.3710209
 0.068228   0.16831096 0.12585764 0.08349706 0.38937914 0.08919787]","{'amplitude': 1.4797825340041082, 'preferred_orientation': 87.55595770940747, 'sigma': 4.686802249484743, 'offset': 0.5213231045474606}",0.14728032095225507,0.415077538017384
1277,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.9083289  0.6969707  0.6927247  0.5926841  0.61275995 0.5573537
 0.56967044 0.7576594  0.8937901  0.8798171  0.49309492 1.0387659
 1.4240034  0.59204096 0.634522   0.47365722 0.71728563 0.8099741 ]","[0.10018088 0.08502842 0.08723379 0.06785285 0.07406843 0.13638123
 0.05502392 0.09013981 0.160935   0.1267428  0.07371504 0.13376033
 0.4649886  0.09883759 0.21039873 0.06707737 0.08629516 0.11213637]","{'amplitude': 3.6058801345451768, 'preferred_orientation': 230.72819280833508, 'sigma': 4.998814588686453, 'offset': 0.685494674651641}",0.24036491753702138,0.5680466798841588
1282,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.18358305 0.1735772  0.19777709 0.2736879  0.5827235  0.29613504
 0.4703954  0.41213453 0.2707938  0.21108127 0.3930813  0.19149868
 0.27696946 0.85293275 0.39886448 0.3850083  0.990716   0.68771875]","[0.04517125 0.0455146  0.05376712 0.04438508 0.12210152 0.06946779
 0.17558128 0.10640797 0.03860055 0.04494791 0.16862671 0.04321479
 0.03446957 0.37622072 0.07331051 0.13125796 0.44974548 0.31726333]","{'amplitude': 0.7416288884922483, 'preferred_orientation': 321.79049945563435, 'sigma': 12.880722942128717, 'offset': 0.3364126050536554}",0.25588086552805045,0.3553088872071157
1293,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[3.2186275  1.9299451  0.7479645  0.6064286  0.35509044 1.632902
 1.0076525  2.2011483  4.3632936  2.9796696  1.5694121  0.32558587
 0.31657037 0.43779394 0.83645964 1.3727148  2.036323   3.8887057 ]","[0.27922091 0.54783523 0.23343649 0.18945461 0.07277876 0.73703753
 0.19403043 0.45513615 0.54215202 0.30748655 0.30038364 0.09705009
 0.05508109 0.1091938  0.28627208 0.36561923 0.45610658 0.35247938]","{'amplitude': 6.280303795260385, 'preferred_orientation': 164.17341419606984, 'sigma': 16.604629295745617, 'offset': 1.0593101495105512}",0.6898430467101077,0.597125639446482
1295,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.63416046 0.6689998  0.65543056 0.42559165 0.53130925 1.039124
 0.40606317 0.25182012 0.3991406  1.3647473  1.0549077  0.6015742
 0.5422924  0.47630566 0.8866965  0.31070173 0.22798139 0.5204712 ]","[0.12842673 0.12211109 0.14020715 0.09608126 0.0468489  0.08022521
 0.04399832 0.03138687 0.04794653 0.46020915 0.41985696 0.11991049
 0.2190052  0.06145203 0.09598693 0.09176532 0.07265757 0.14041494]","{'amplitude': 4.46255030126185, 'preferred_orientation': 189.50391402546938, 'sigma': 5.420831502405918, 'offset': 0.5196072567779042}",0.350276908489352,0.6822449785010318
1306,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.60986006 0.650941   2.773486   3.8496828  0.99684745 0.6086378
 0.6452124  0.72194076 0.76630557 0.8010021  0.8206672  2.7875595
 3.7198973  0.9997495  0.7442043  0.6440606  1.0150207  0.72628284]","[0.03587124 0.11626662 0.37772604 0.32757648 0.11985274 0.05891167
 0.08850089 0.15609706 0.1050624  0.10476742 0.07111263 0.45821864
 0.32274267 0.06229533 0.07662123 0.14954967 0.11604549 0.06233532]","{'amplitude': 7.396628960445697, 'preferred_orientation': 52.7977302172766, 'sigma': 11.798321167940049, 'offset': 0.7199146518961915}",0.9921793029339705,0.7197763697709986
1309,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.59534764 0.52099204 0.90053093 0.7172998  1.9695824  0.7039783
 0.6871468  0.94475436 0.88022774 0.56841016 0.6115461  0.7203108
 0.75635535 1.132641   1.1956186  0.6982024  1.0043373  1.3270311 ]","[0.08031885 0.06595717 0.1557201  0.15154904 0.42505754 0.11874063
 0.09132003 0.12367912 0.07414162 0.06130794 0.07754044 0.06573694
 0.1186309  0.21078383 0.21429938 0.07785688 0.11018945 0.24489426]","{'amplitude': 5.495374798148446, 'preferred_orientation': 88.06166614494462, 'sigma': 5.054626849923301, 'offset': 0.7808923283680098}",0.49468318089761476,0.6375925782764168
1311,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.3081535  0.49375564 0.58617765 1.1540192  1.9847586  1.6201608
 0.59380996 0.63562495 0.32663894 0.32239813 0.35976154 0.7307037
 1.6331866  1.6697296  0.99448645 0.6605791  0.5871867  0.37658376]","[0.07665002 0.08928903 0.15390207 0.275239   0.44688017 0.39302779
 0.11230859 0.13375719 0.06033468 0.037511   0.0382921  0.10080537
 0.29431132 0.60674949 0.15294752 0.11050318 0.08668521 0.09572158]","{'amplitude': 2.8676761235596633, 'preferred_orientation': 79.20180542137983, 'sigma': 21.913133935851857, 'offset': 0.39788920667753974}",0.9054526579653549,0.64262822358483
1312,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.31269348 0.38677263 0.82485247 0.51369476 0.30331796 0.29497504
 0.2998947  0.27973545 0.42978507 1.0391338  0.45246494 0.6504576
 0.2198362  0.3064223  0.33127207 0.62306285 0.47509077 0.4702653 ]","[0.06747007 0.05777601 0.21650292 0.17847271 0.05672731 0.02452506
 0.0590799  0.04795844 0.04128441 0.5303724  0.05914489 0.10802192
 0.03732743 0.05508576 0.03222507 0.34937698 0.13187013 0.03614626]","{'amplitude': 0.4711359198272089, 'preferred_orientation': 199.30912451024145, 'sigma': 26.529382254188054, 'offset': 0.3748937888562762}",0.17534974143948967,0.238131042578864
1315,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.50681436 0.891385   0.79874563 0.2234464  0.12395466 0.24839608
 0.3862899  0.39576    0.34866202 0.3078143  0.44644332 0.47189903
 0.52232647 0.3905282  0.30367824 1.0996414  0.40435186 0.31039518]","[0.06219186 0.20674123 0.20902359 0.02623846 0.0415883  0.07515036
 0.10202474 0.04907231 0.07281618 0.07469521 0.04549478 0.06095305
 0.28686039 0.14470371 0.09669196 0.31345311 0.07676147 0.05542967]","{'amplitude': 0.3964463466732496, 'preferred_orientation': 303.9337420509154, 'sigma': -0.1831072623528911, 'offset': 0.4544740063185025}",6.182421308231767e-08,0.17903570454853404
1317,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.40850133 0.55472225 0.64312994 0.45054057 1.101573   2.5260777
 0.6659874  0.41344458 0.54178274 0.51045704 0.50364643 0.6787661
 0.45385426 0.47446328 1.265847   0.4418425  0.5512538  0.57525325]","[0.0522227  0.11325868 0.06034003 0.03742378 0.29678519 0.38923778
 0.0864367  0.0580066  0.05268331 0.05166116 0.04871796 0.09582446
 0.05679207 0.08956033 0.15355527 0.05455444 0.05116274 0.09049552]","{'amplitude': 3.0612137181287498, 'preferred_orientation': 96.00805776050458, 'sigma': 8.538385797147303, 'offset': 0.5238541602888382}",0.7502564926242007,0.5936461419262441
1333,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5114639  2.16189    4.4215183  0.8494489  0.7313982  0.7135254
 0.6506716  0.5177338  0.48177627 0.5453515  1.8074851  2.9987583
 0.751168   0.6237488  0.6141112  0.5106316  0.3160894  0.31353447]","[0.06908463 0.58161344 0.58926352 0.17186608 0.07635286 0.07209268
 0.15705053 0.11794106 0.06095048 0.0739167  0.2364702  0.32582197
 0.13797493 0.09821392 0.04825069 0.04902548 0.0420654  0.04214918]","{'amplitude': 7.095640878448733, 'preferred_orientation': 34.77608363496266, 'sigma': 11.013237509451386, 'offset': 0.5405353698122299}",0.937097829394996,0.7664514679964125
1336,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.50402087 0.66703707 0.65192634 0.48467207 1.8396548  0.7870931
 0.616979   0.49945498 0.42860913 0.64111423 0.686447   0.502109
 0.33556458 1.2039211  0.8563812  0.77333057 0.39549193 0.47419453]","[0.05640612 0.08308519 0.1084425  0.1176453  0.61280696 0.05207845
 0.0617285  0.08500156 0.12975865 0.04292839 0.07066989 0.11249331
 0.08082081 0.25397149 0.07058163 0.1600324  0.06469    0.07639132]","{'amplitude': 8.497908513867468, 'preferred_orientation': 88.46030314472775, 'sigma': 4.930055970269578, 'offset': 0.5472108475366784}",0.8055206178849148,0.7951816033715037
