cell_id,orientations,mean_responses,sem_responses,fit_params,r_squared,osi
327,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.8213276  3.763792   4.216153   1.3552569  0.6850145  0.70350415
 0.8061487  0.47805554 0.4706976  1.4951223  1.2695076  1.8285557
 0.5312207  0.4761819  0.47089875 0.7816194  0.5076268  0.7498768 ]","[0.47102888 0.75874148 0.65073099 0.59789894 0.24425123 0.146728
 0.1772252  0.18752376 0.07904909 0.53531631 0.13671144 0.32967954
 0.14516073 0.10615832 0.05511309 0.19399052 0.08453002 0.0832895 ]","{'amplitude': 5.017259338612943, 'preferred_orientation': 29.265755123707503, 'sigma': 18.728865997550518, 'offset': 0.5952810204476666}",0.6442581878062176,0.6781341465344116
329,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.33238536 0.18663786 0.44943726 0.4389664  0.5846907  0.8338966
 8.162263   2.434834   0.5247989  0.35878748 0.36903018 0.23610675
 0.52238375 0.49262047 0.42204374 4.860867   2.6020994  0.8295618 ]","[0.04266187 0.06378893 0.06586728 0.0632255  0.07183663 0.07677485
 0.87607434 0.26190566 0.08566601 0.07188849 0.08386947 0.04906422
 0.08169533 0.0546894  0.06236553 0.75016957 0.49135175 0.19933181]","{'amplitude': 14.169037352952758, 'preferred_orientation': 125.24140539567678, 'sigma': 9.427694804928741, 'offset': 0.44061407465099434}",0.9194789811027768,0.88937281480624
330,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[9.195473   7.883108   7.9555607  1.4825463  1.4149392  0.8887126
 1.9068515  3.5313723  6.788962   8.262745   7.235403   5.5249176
 1.4159094  0.8898088  0.64877015 3.5720558  7.2492123  9.084796  ]","[0.1378335  0.46466719 0.43175603 0.5805202  0.48071507 0.26412307
 0.44957588 0.46598175 0.67029745 0.29364668 0.5193601  0.74277743
 0.25428323 0.39182252 0.32250981 0.70130712 0.7025859  0.27278271]","{'amplitude': 12.108718502963843, 'preferred_orientation': 6.790828604514643, 'sigma': 23.76469986440706, 'offset': 2.9482075509343018}",0.48665876155765386,0.505436019581191
331,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39115518 0.3628701  0.5032559  1.3478444  4.113839   1.8004785
 0.5636807  0.43881917 0.49159354 0.5718446  0.354491   0.47904435
 3.1173549  6.2406073  1.81843    0.4041955  0.4804259  0.38904017]","[0.05683684 0.06476046 0.07495728 0.10746494 0.43963837 0.3008932
 0.17186276 0.10853045 0.04612009 0.11485737 0.06573255 0.05465504
 0.4132402  0.31687708 0.3862714  0.07587675 0.06918965 0.03897809]","{'amplitude': 9.528233282592488, 'preferred_orientation': 258.7903260116789, 'sigma': 13.458695363265544, 'offset': 0.4329363945175148}",0.9134087501552134,0.8462034784499016
334,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.27473184 1.069884   5.83117    0.7995428  0.45179042 0.74538016
 0.6264182  0.3129812  0.33703405 0.3134703  0.7838559  3.2106652
 0.40775415 0.3197103  0.2618553  0.5395802  0.38316625 0.36174548]","[0.04027665 0.18422482 0.96885869 0.20228372 0.04499605 0.24576736
 0.20517261 0.06295903 0.05147897 0.02481222 0.17945534 0.76936029
 0.091645   0.04576578 0.06556915 0.12718015 0.03558907 0.03752346]","{'amplitude': 8.416908631501302, 'preferred_orientation': 38.082462230237894, 'sigma': 8.82575578592682, 'offset': 0.4106628963174502}",0.8848413813793992,0.8367074156451488
336,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.23780274 0.30610543 0.3982188  0.24533026 0.44358256 2.0415668
 4.6640606  0.56282073 0.24528718 0.2716038  0.33098155 0.32972172
 0.46546555 0.34841847 2.0978324  4.2486873  0.4123696  0.41764972]","[0.04989768 0.05675481 0.07246845 0.02891971 0.05546402 0.64098415
 0.51375773 0.05798872 0.0385624  0.0252435  0.0728472  0.07895429
 0.07867622 0.06480024 0.42004607 0.57022764 0.07632916 0.04723813]","{'amplitude': 9.815750688164083, 'preferred_orientation': 114.18576937902601, 'sigma': 9.84160166811316, 'offset': 0.3339781442335174}",0.9948107616425192,0.8802050828493778
339,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4476071  0.45587838 0.50896645 0.264574   0.17781284 4.7456865
 0.3882642  0.22981086 0.32830632 0.39247617 0.6540135  0.8346108
 0.45014396 0.19638711 3.0909958  0.30934542 0.26509523 0.35305715]","[0.03974906 0.04189028 0.06811902 0.03063902 0.04930723 0.6864606
 0.07660256 0.01856872 0.04539398 0.03213548 0.06816033 0.05216005
 0.16566251 0.04426731 0.77032149 0.03939754 0.04868788 0.03401626]","{'amplitude': 7.204241861812938, 'preferred_orientation': 100.65552249348384, 'sigma': 3.1997065614670155, 'offset': 0.39102184960411135}",0.9242446071624818,0.8216208182885314
345,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[5.1862164  5.0988884  1.2833478  0.6122072  0.34884483 1.3689108
 1.0820639  0.40581548 0.77776206 4.9714756  4.552582   1.3747361
 0.3893617  0.28965813 0.71498    0.34395278 0.77200305 1.0393343 ]","[0.61054203 0.53611432 0.30957362 0.23395555 0.0454015  0.39370341
 0.27570049 0.08483801 0.18464319 0.72274174 0.64749318 0.47217785
 0.09190319 0.0624415  0.12522731 0.06535489 0.43453131 0.2032364 ]","{'amplitude': 11.316132389009748, 'preferred_orientation': 9.741399070760746, 'sigma': 13.389448398615892, 'offset': 0.6729727283988484}",0.9691696493008817,0.8078322071739413
346,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.33173802 0.37001187 0.6951481  0.44802547 0.328786   0.5696927
 5.8690534  0.495998   0.41096008 0.32487506 0.3278545  0.4217535
 0.42515427 0.3183905  0.7009913  5.93127    0.55148953 0.40251672]","[0.0778124  0.06245916 0.13817208 0.07333612 0.05489166 0.08983087
 0.61978235 0.06120224 0.05459752 0.05033666 0.08061967 0.08181894
 0.03814174 0.06815217 0.24733157 0.53858712 0.11106397 0.12691999]","{'amplitude': 11.081925264007454, 'preferred_orientation': 299.0728055396537, 'sigma': -7.585826537166873, 'offset': 0.40043488867291527}",0.9975369595002871,0.8737163447956879
347,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.3144379  3.070304   2.126524   0.7202089  0.9127899  0.31766254
 0.3880155  0.40115964 0.45190597 2.0191483  2.6576028  1.0993547
 0.6880226  0.33792183 0.36187208 0.25186148 0.31896943 1.143405  ]","[0.67082172 1.06329932 0.95755524 0.09813565 0.32592069 0.08145475
 0.15703463 0.16745878 0.15746612 0.32541811 0.58297344 0.11336458
 0.16897499 0.11300465 0.04320135 0.08671865 0.11020479 0.23359488]","{'amplitude': 4.935652871122796, 'preferred_orientation': 17.05842652979419, 'sigma': 18.215987781465426, 'offset': 0.48017163431510923}",0.8906786931298283,0.719854667065411
348,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.51322967 0.55006874 0.46448952 0.28556016 0.4235804  5.2870235
 5.5634995  0.5101168  0.19849166 0.40995467 0.77238446 0.48119065
 0.28301033 0.3866086  6.1104345  5.8735867  0.86333776 0.2501947 ]","[0.08956456 0.05308067 0.0608672  0.05407541 0.06085641 0.48094498
 0.40340477 0.09951505 0.04737595 0.06872691 0.0817651  0.08359559
 0.02579324 0.03714501 0.21295188 0.34982213 0.20709615 0.05093257]","{'amplitude': 16.85930841130145, 'preferred_orientation': 290.0404227056773, 'sigma': 10.355466238829246, 'offset': 0.42032561859293827}",0.9907836534527656,0.9093178490860331
352,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.49315304 0.41568312 0.8976364  0.7640142  0.3586003  0.30666324
 1.3576665  2.2910094  0.62677824 0.4607548  0.7661587  0.9379892
 0.9344276  0.38129586 0.5007573  1.9259278  5.4599714  0.8026445 ]","[0.07040428 0.08427002 0.56347782 0.23455665 0.07971275 0.06629344
 0.34875733 0.38891396 0.11707764 0.14954145 0.12205511 0.1708762
 0.35019085 0.06637094 0.07454028 0.37030908 0.66563609 0.26745052]","{'amplitude': 7.547083848488306, 'preferred_orientation': 315.0187947927002, 'sigma': 9.346488816056516, 'offset': 0.6021692683299936}",0.7675200161176274,0.7580619811747666
353,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.4585646  0.4795151  0.86837006 0.44838202 0.29174483 0.22862579
 0.8633062  1.9917045  2.4986062  2.2004852  1.1671604  0.9768071
 0.94435096 0.3282721  0.24241018 0.38994688 1.7043016  1.53408   ]","[0.34384147 0.10467646 0.22582707 0.1311256  0.09818391 0.07202392
 0.32760651 0.38907303 0.4964323  0.39089461 0.28079172 0.21929077
 0.34272161 0.03004084 0.06379254 0.09234945 0.47094817 0.36661424]","{'amplitude': 3.379350319091928, 'preferred_orientation': 166.9637230665093, 'sigma': 25.178700797252006, 'offset': 0.5753069068953971}",0.7087754364916058,0.5917119583135967
360,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[3.6048377  1.6847172  0.35644227 0.6191089  0.439634   0.23381099
 0.41193822 2.1119647  4.2904916  4.544562   1.8235431  0.61877525
 0.4382615  0.33991778 0.34595108 0.46357405 2.0398207  4.0262413 ]","[0.52505697 0.30989979 0.07587334 0.1878217  0.12551614 0.05003717
 0.06251008 0.30238769 0.37215819 0.24159372 0.293159   0.17183281
 0.13214017 0.07284788 0.15465813 0.04160276 0.21976975 0.39752326]","{'amplitude': 8.188914640848642, 'preferred_orientation': 170.4107743432661, 'sigma': 18.41481419147898, 'offset': 0.7948662958592564}",0.7362130756713088,0.7203076898879988
361,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[1.1805059  0.7131579  0.38513654 0.29676425 0.3122943  0.54974365
 0.72795475 0.5065483  0.45907545 1.8319528  3.1253576  0.75757265
 0.35108155 0.32835785 0.40424934 0.45601317 0.43274134 0.79120386]","[0.6748282  0.15766095 0.08244018 0.03401703 0.05135973 0.12238708
 0.12206831 0.131318   0.07971561 0.52101306 1.57185576 0.18675066
 0.05537968 0.04421395 0.06828744 0.04927939 0.06853817 0.25435473]","{'amplitude': 3.668164478686313, 'preferred_orientation': 192.20853941005822, 'sigma': 11.436335273951332, 'offset': 0.4666416902186696}",0.5854156802414139,0.6627538573990541
363,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.3998594  0.50954294 0.7824382  0.48476833 0.39318347 0.6323163
 3.6885672  0.5208255  0.37961087 0.29878443 0.37414616 0.5520716
 0.34520653 0.42834502 0.98548555 3.9729266  1.1415629  0.4398088 ]","[0.13628801 0.2108472  0.12363921 0.15556439 0.06632681 0.10519496
 0.78802865 0.08172104 0.05731004 0.04307889 0.09775566 0.10757695
 0.0873322  0.03481726 0.20163552 0.5315872  0.15223476 0.06421624]","{'amplitude': 6.6025435618300286, 'preferred_orientation': 299.96060595618013, 'sigma': 0.4559994710526761, 'offset': 0.5417472515255213}",0.9559784971845219,0.7528957228545798
364,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[4.2633343  4.151924   0.29520565 0.23471928 0.3927618  0.290866
 0.33012542 0.28066254 0.4097484  2.3522317  3.5671244  0.41437796
 0.84541273 0.6084341  0.20284797 0.18500611 0.19765362 0.7192068 ]","[0.72345639 1.14223658 0.0504435  0.11138158 0.13919729 0.0487757
 0.07567479 0.04216372 0.07721077 0.33634251 0.87383423 0.06502562
 0.38320467 0.15488344 0.04142129 0.06819127 0.02846942 0.14891902]","{'amplitude': 33.24528413323895, 'preferred_orientation': 10.261939061119202, 'sigma': 5.5031096517582405, 'offset': 0.38621497698249424}",0.9268599694309054,0.9555948976209507
367,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.13804573 0.26399338 0.4856089  0.36803973 0.5103663  2.0076957
 4.5771976  1.108624   0.14989616 0.26999184 0.31386352 0.37141395
 0.32482353 0.33091605 1.7279354  2.0433831  1.1550564  0.39612985]","[0.03826931 0.06987324 0.1108798  0.07038168 0.09124038 0.49079858
 0.80634718 0.19463259 0.05161011 0.06580731 0.06596595 0.07362771
 0.06593256 0.04059275 0.59257803 0.2834451  0.23162119 0.07584827]","{'amplitude': 6.179218386426983, 'preferred_orientation': 116.70381589837534, 'sigma': 14.315612201106923, 'offset': 0.3031094447739069}",0.8386252530068175,0.8359720999911875
372,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[4.213439   3.8696604  0.7934165  0.34788707 0.4547761  0.40022048
 0.5190835  0.4757449  0.69327545 3.0934925  3.800812   0.6105534
 0.5294521  0.40087235 0.34295416 0.42476422 0.49225128 0.780658  ]","[0.9970154  0.80863921 0.11102727 0.0980907  0.05101375 0.0616799
 0.08150833 0.03779222 0.15008463 0.615323   0.55119977 0.06754915
 0.09053035 0.06314476 0.03925429 0.04118191 0.04806879 0.1702682 ]","{'amplitude': 9.173697761783608, 'preferred_orientation': 10.403879937150316, 'sigma': 12.183353377879362, 'offset': 0.46991451451735483}",0.9762006889239228,0.8299468425018207
374,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.39418435 1.2039309  0.61525035 0.28986776 0.17657137 0.6034171
 0.37270847 0.28362787 0.65659994 0.24124268 0.7873074  0.3308378
 0.26535085 0.12852995 3.0650368  0.27794003 0.4868657  0.25104812]","[0.09228067 0.57745372 0.03447158 0.03674681 0.04655639 0.07173243
 0.04887291 0.06143666 0.39302176 0.05376008 0.25438084 0.0424263
 0.03617982 0.04888825 0.76674946 0.03530157 0.19554924 0.04473275]","{'amplitude': 2.8638281769241036, 'preferred_orientation': 280.02791667916154, 'sigma': 0.16500332627395242, 'offset': 0.4226164659485221}",0.45914481508258664,0.628819340894487
378,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5320747  0.8101095  3.1608365  1.3566123  0.37502852 1.996138
 3.243252   0.1998797  0.46867958 0.35094285 0.6113396  1.7107224
 0.49963176 0.44894427 1.0725137  3.208005   0.5329634  0.41978297]","[0.08814246 0.19847172 0.94887956 0.52951792 0.12660314 0.60892056
 0.3783625  0.03878068 0.19650715 0.07949087 0.19501043 0.43567041
 0.17516355 0.27097054 0.27258101 0.75412682 0.18304465 0.12902732]","{'amplitude': 20.423462406922997, 'preferred_orientation': 111.51242265464299, 'sigma': 4.991516482803911, 'offset': 0.8198251036739114}",0.5503717581338565,0.8616490221256111
381,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5356177  0.58436483 6.5379333  5.423243   4.2851405  2.5801046
 1.9289324  1.3483753  0.8806063  1.0235915  1.0366477  1.7364392
 3.9078245  1.9384313  1.8988259  1.3094292  0.75693405 0.65656495]","[0.14457989 0.08640854 2.08702882 1.74463407 0.99293263 0.69631276
 0.78464206 0.17956688 0.1899671  0.20360222 0.26003942 0.61956394
 0.81762593 0.33738015 0.40624513 0.35376029 0.11687697 0.13194989]","{'amplitude': 7.675664701354544, 'preferred_orientation': 59.41050163455275, 'sigma': 21.50360014925446, 'offset': 0.9825992250806701}",0.6129258217273303,0.6610044694621077
382,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[2.272257   3.3699875  0.66309476 0.34269845 0.5378199  1.0644935
 0.5968306  0.5828297  1.0430422  3.0448318  3.3027568  0.70755315
 1.1707351  0.36450922 0.88122684 0.5515565  0.6382923  0.67519104]","[0.34440464 0.78975776 0.11795593 0.07359769 0.15643089 0.42406886
 0.10444217 0.16435566 0.2461078  0.61793889 0.78082516 0.12450415
 0.48170396 0.0834611  0.31643601 0.10489418 0.24460404 0.13158135]","{'amplitude': 7.63038254425954, 'preferred_orientation': 11.446153193980985, 'sigma': 9.97405191516094, 'offset': 0.690234675502223}",0.9378607924683972,0.7343034021780092
386,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5848736  0.6005211  0.51566076 0.45588005 0.5040465  3.3485715
 1.3329391  0.6768443  0.6717061  0.44578174 0.66552484 0.43866965
 0.40737304 0.6006571  6.3731003  2.1399758  0.55949545 0.69243455]","[0.08726126 0.0996605  0.12981894 0.10088517 0.09722251 0.78389379
 0.46551982 0.21185853 0.13382488 0.07179429 0.08141309 0.05190164
 0.03248959 0.08773331 1.21683886 0.97696563 0.06673084 0.1265405 ]","{'amplitude': 23.801535048840698, 'preferred_orientation': 287.9754591035399, 'sigma': 5.590853021594373, 'offset': 0.5585272410641943}",0.8682627998786928,0.9141903705883793
387,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[ 9.652676   12.958084    3.3136165   0.9578892   0.86647016  0.99510473
  2.421895    4.5384398   7.477834    9.375205   11.862648    5.6701307
  0.89828885  0.52827317  0.20014714  3.0829635   7.1971235   7.8345366 ]","[1.05985323 0.9144541  1.00596654 0.40155709 0.35509672 0.34138383
 0.79122827 0.73850104 1.42682272 0.90726343 1.31518297 1.27484287
 0.21714368 0.23918579 0.12552177 1.08830303 1.42500518 1.37999445]","{'amplitude': 19.89115896002302, 'preferred_orientation': 11.886513362441805, 'sigma': 16.754492620793737, 'offset': 2.765104689337181}",0.6867157966331441,0.642652975775907
389,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5621923  0.59744    0.5771175  0.92456055 0.96614766 0.49405986
 5.7168136  4.1604843  0.8781395  0.51712203 0.57162887 0.5318502
 0.48812875 0.62168294 0.49806267 5.9849863  5.4405556  1.1520493 ]","[0.0783359  0.09171531 0.12289695 0.1993994  0.30068915 0.1354558
 0.29861546 0.36387406 0.12671468 0.09842008 0.09714369 0.12069103
 0.14531342 0.17108409 0.1275978  0.38707847 0.47186187 0.10663272]","{'amplitude': 27.705560676604815, 'preferred_orientation': 309.4822866709606, 'sigma': 6.761038302930621, 'offset': 0.6697876547760933}",0.9791839746647912,0.911825700990527
392,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4852944  0.57887936 0.44889933 0.591923   1.4861933  4.122348
 0.70143193 0.40944645 0.21438135 0.25028422 0.5079581  0.33127475
 0.3066055  1.5587864  3.7329218  0.9816327  0.45752054 0.26109982]","[0.15420441 0.11962477 0.0970375  0.10627318 0.28466017 1.03234432
 0.22470297 0.06490564 0.06598374 0.08949598 0.201649   0.04465374
 0.04380325 0.37653733 0.96285335 0.29386165 0.08328063 0.05753299]","{'amplitude': 7.294991564703741, 'preferred_orientation': 97.10702559647258, 'sigma': 11.146711852279442, 'offset': 0.40046147904530677}",0.98662180841828,0.8199533351459988
393,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.51177955 1.9689552  1.199184   0.28131586 0.40745047 0.35904074
 0.29771554 0.20192146 0.34110898 0.6100683  2.4046557  2.1631021
 0.30033875 0.23225051 0.3631874  0.39152396 0.26872748 0.2755142 ]","[0.08995029 0.47417046 0.29134437 0.07592953 0.14216743 0.07731429
 0.0360413  0.04477003 0.12088915 0.11515552 0.52192571 0.27233652
 0.08812057 0.07430697 0.10502848 0.14722478 0.09493661 0.05675564]","{'amplitude': 4.473344911114666, 'preferred_orientation': 207.31252080746359, 'sigma': 12.733031613796362, 'offset': 0.30247140470306877}",0.928595323990457,0.7871130490740267
399,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.79490566 0.9992714  0.25893545 0.11733609 0.39776695 0.69796187
 1.4959687  2.147079   0.8309269  0.1749503  0.20356905 0.20250353
 0.23292518 0.288526   1.6143386  1.2042482  3.447622   2.5033576 ]","[0.18979095 0.56191881 0.05295214 0.04585746 0.08243389 0.12889101
 0.88910353 0.5702383  0.20243479 0.03996387 0.05972214 0.03815255
 0.01503125 0.03707875 0.33820945 0.50467037 0.7582696  0.48378479]","{'amplitude': 4.60695210076352, 'preferred_orientation': 320.8126973910121, 'sigma': 16.714459700398585, 'offset': 0.450733393772447}",0.7086145157712929,0.718725469879867
404,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[3.6448476  1.650007   0.62991416 0.20525894 0.337093   0.14871669
 0.2723032  0.71429986 2.6318405  4.5861993  3.1869981  0.58250386
 0.36816    0.20751077 0.24644324 0.2633063  0.52401143 2.463954  ]","[0.8447841  0.29861719 0.16970475 0.05718808 0.11044863 0.05615455
 0.06295688 0.36681376 0.70047788 0.57191217 0.31289003 0.09857108
 0.12805004 0.08042113 0.06777735 0.05464675 0.11179741 0.63693207]","{'amplitude': 7.421455831035809, 'preferred_orientation': 180.0000022921925, 'sigma': 17.053753299898222, 'offset': 0.5202987292810894}",0.8178637914916642,0.7809867150247066
406,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.387922   0.45230094 0.46451354 0.1686677  0.31800556 0.17853108
 2.448946   0.24531882 0.2813576  0.48679847 0.43469924 1.0116513
 0.30067673 0.37849253 0.46275783 4.2092524  0.9961056  0.33032474]","[0.05658748 0.08000784 0.04035101 0.05443573 0.06448519 0.04912699
 1.01254407 0.04300725 0.04547954 0.04350629 0.02283926 0.30788606
 0.07825878 0.09966494 0.08628115 1.29071251 0.45955111 0.04420631]","{'amplitude': 16.198188984894035, 'preferred_orientation': 306.93090055800366, 'sigma': 4.85630251758253, 'offset': 0.4040499496334351}",0.863985820703019,0.9092755963630227
407,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.64853525 0.4514454  0.3600599  0.36194927 0.5640084  5.38644
 2.404812   0.59631693 0.4416983  0.5252747  0.77451336 0.48396394
 0.36864683 0.78619635 5.749719   3.5468476  0.67513853 0.4472763 ]","[0.08095086 0.05993862 0.06792238 0.08906412 0.09996809 0.44432738
 0.43529126 0.11886408 0.03621773 0.05329702 0.06942104 0.09859379
 0.06929099 0.13863144 0.69915342 0.60638146 0.0738475  0.07616177]","{'amplitude': 12.493842591950767, 'preferred_orientation': 286.4552848424595, 'sigma': 9.949981422785443, 'offset': 0.5053541661961425}",0.9817332613229518,0.8607385077296089
409,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[5.8300357  4.478532   1.33443    0.6521158  0.35042477 1.4555309
 1.4276527  2.6574116  6.1493096  5.8026605  4.0459647  1.4052721
 0.69818753 0.5395616  0.6893476  1.3119365  3.8196392  6.8739176 ]","[0.21274199 0.91520575 0.29100277 0.09485995 0.18441824 0.42886256
 0.20027835 0.80635089 0.65344895 0.56416503 0.43750726 0.29444541
 0.14289533 0.13652313 0.16225272 0.25575129 0.76537438 0.63322706]","{'amplitude': 10.628639063923671, 'preferred_orientation': 350.21609513424806, 'sigma': 19.60955931506563, 'offset': 1.66614710991172}",0.6056047688009798,0.6145863453928058
412,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.5578446  1.2724074  1.1035106  0.4666988  0.53709286 0.29392081
 0.26359633 0.21734105 0.42464796 1.44402    3.782676   1.8177668
 0.5354508  1.317809   0.32992685 0.21604191 0.3170423  0.32395032]","[0.11663088 0.38583809 0.44287575 0.07590753 0.19232937 0.0564131
 0.05621722 0.04332499 0.10997534 0.31527906 0.84327735 0.55263487
 0.17551212 0.30861602 0.11428518 0.06095144 0.08124755 0.0782311 ]","{'amplitude': 4.297635417612621, 'preferred_orientation': 202.940652868737, 'sigma': 14.170304562393708, 'offset': 0.4228139359214549}",0.6398851719289982,0.7176011867678145
414,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.6524889  1.2328448  0.69249564 1.0959007  0.76831543 6.237872
 0.60186535 0.4319201  0.4514884  0.79953706 1.0675068  0.94488823
 0.3471055  0.89762014 1.5737793  0.46931237 0.42719764 0.6764773 ]","[0.09790831 0.16753762 0.19686005 0.67654909 0.14791695 0.83779185
 0.07025871 0.0750006  0.07786497 0.08697158 0.25836897 0.41230719
 0.08465569 0.27023116 0.33950113 0.08019793 0.08456876 0.07998117]","{'amplitude': 15.151984613107503, 'preferred_orientation': 93.70854487553841, 'sigma': 4.791415351090122, 'offset': 0.7065027293657042}",0.6020356053949771,0.8428072299463317
417,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.4342754  0.37425297 0.3602332  0.2707717  0.3466653  0.49220926
 3.2713711  0.9243225  0.4916438  0.52642655 0.41168386 0.283977
 0.24018374 0.2313535  0.4865272  2.732325   0.80027664 0.41799057]","[0.05275239 0.05305501 0.05672495 0.07213818 0.05191845 0.09595141
 0.30168626 0.12421223 0.07773606 0.0550796  0.03205031 0.04033944
 0.05224454 0.05037474 0.06600377 0.35250775 0.09756276 0.1117568 ]","{'amplitude': 5.5475310925829, 'preferred_orientation': 122.9348780280147, 'sigma': 9.20386824084714, 'offset': 0.3654977771747464}",0.9793883448979509,0.7914278510407429
420,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.544738   0.49208593 0.39068177 0.25999773 0.5328113  1.126851
 0.6287258  3.7268243  1.2942315  0.5538635  0.40328014 0.3679741
 0.2882716  0.45490152 0.4307095  0.51880425 0.68937564 0.70149565]","[0.08785963 0.05457762 0.06763807 0.04279434 0.0701967  0.61564774
 0.11628526 0.84089715 0.37254552 0.08962789 0.0640853  0.07230806
 0.0618572  0.11159011 0.06156131 0.08716999 0.17328572 0.22467935]","{'amplitude': 3.7739705192443846, 'preferred_orientation': 144.19466012399087, 'sigma': 9.783137160389243, 'offset': 0.48666487035215555}",0.4965341686815773,0.6597123951057118
421,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.31631014 0.85579723 1.5698154  0.7565658  1.1766558  2.7096207
 0.23595576 0.48049265 0.34135136 0.40519267 0.5173539  1.2885959
 0.37862197 0.61995554 1.801255   0.38104942 0.3014027  0.336877  ]","[0.04478071 0.21747089 0.51806961 0.15662995 0.22932861 0.76794609
 0.06974063 0.18346192 0.09302655 0.08170978 0.12454792 0.34144997
 0.03865893 0.14652307 0.5963229  0.10587896 0.07515265 0.07371434]","{'amplitude': 13.412841510310525, 'preferred_orientation': 91.94787466127117, 'sigma': 4.831167864017464, 'offset': 0.5832416664198021}",0.6485525658097469,0.8518356987711387
425,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.6567557  2.0471635  1.8039798  1.7154771  0.7937027  0.30461606
 1.3476096  0.31992394 2.6675096  3.2313266  3.364809   6.183674
 3.2803206  0.4531243  0.25146428 0.52180314 0.9213697  0.445706  ]","[0.23784221 0.96769156 0.5977857  0.59392285 0.17918678 0.11019947
 0.9107821  0.06200626 1.3180616  0.83389268 0.59464782 1.73788433
 1.18947906 0.07914166 0.03320709 0.10781376 0.39465757 0.06402142]","{'amplitude': 6.067381927158936, 'preferred_orientation': 214.11110004734275, 'sigma': 23.8918153678286, 'offset': 0.6889793709022908}",0.5037493199085945,0.6866928064395957
427,[  0  20  40  60  80 100 120 140 160 180 200 220 240 260 280 300 320 340],"[0.18541583 0.25859094 1.0785764  0.25236604 0.23933622 0.22863354
 1.0853257  0.20601337 0.29393503 1.4385533  1.2125604  2.3171506
 0.24130906 0.33229244 0.35095432 0.40499967 0.2479208  0.29810333]","[0.04377814 0.04560624 0.45101671 0.05844787 0.04152269 0.08329407
 0.42122365 0.05071133 0.03823697 0.67084764 0.405228   0.79419878
 0.02680044 0.03957849 0.06395585 0.07281806 0.03239697 0.03961416]","{'amplitude': 10.742946039490226, 'preferred_orientation': 211.6765400535185, 'sigma': 4.91872620567661, 'offset': 0.41465424284607616}",0.49346569212021163,0.8662574249770035
